chamber_size,top,bottom,dt,Coalescence
0.6694243,0.35159296,0.3755665,0.18656169,1.0
0.565592,0.41749814,0.31126878,0.17322282,1.0
0.5968517,0.41274297,0.28245786,0.13471448,1.0
0.59537166,0.41549858,0.28200462,0.13450488,1.0
0.5586182,0.4212796,0.31574243,0.17962824,1.0
0.66224325,0.3541283,0.37304455,0.18764865,1.0
0.59441966,0.41727114,0.2817131,0.13437007,1.0
0.57971317,0.4446533,0.2772094,0.13228747,1.0
0.9648709,0.23954526,0.5041796,0.14124326,1.0
0.50098115,0.59124553,0.25309864,0.1211381,1.0
0.6240906,0.36759838,0.35964546,0.19342355,1.0
0.7835749,0.31129134,0.4156558,0.16928348,1.0
0.6027306,0.37513965,0.35214388,0.19665669,1.0
0.5946761,0.41679373,0.2817916,0.13440639,1.0
0.6037031,0.39379326,0.28900358,0.14065963,1.0
0.5940029,0.4180471,0.28158545,0.13431107,1.0
0.59039074,0.42477268,0.28047928,0.13379952,1.0
0.64788574,0.35919732,0.36800224,0.18982184,1.0
0.5965361,0.41333053,0.2823612,0.13466978,1.0
0.5565639,0.4223935,0.31706026,0.1815151,1.0
0.5886905,0.4049732,0.29645115,0.15200688,1.0
0.49004465,0.6116084,0.24974947,0.119589366,1.0
0.56381,0.4184644,0.3124119,0.17485955,1.0
0.76614463,0.31744528,0.40953434,0.17192176,1.0
0.58422965,0.40739202,0.29931286,0.15610425,1.0
0.7075584,0.3381295,0.38895902,0.18078959,1.0
0.45386073,0.6789797,0.23866856,0.114465296,1.0
0.7170372,0.33478293,0.392288,0.17935486,1.0
0.84453076,0.28977042,0.43706325,0.160057,1.0
0.59520495,0.41580904,0.28195354,0.13448128,1.0
0.6011972,0.40002376,0.2871124,0.13904779,1.0
0.5864882,0.4061674,0.297864,0.15402979,1.0
0.6481625,0.35909963,0.36809942,0.18977997,1.0
0.6388261,0.36239588,0.3648205,0.19119316,1.0
0.5955056,0.41524926,0.28204563,0.13452384,1.0
0.5475191,0.41962248,0.32837462,0.19598852,1.0
0.9657397,0.2378431,0.50896674,0.14100377,1.0
0.9623408,0.24450251,0.49023867,0.14194058,1.0
0.58794457,0.38035998,0.3469511,0.19889475,1.0
0.5952336,0.41575566,0.28196234,0.13448533,1.0
0.5761806,0.45123076,0.27612758,0.1317872,1.0
0.5876864,0.42980787,0.2796511,0.13341656,1.0
0.5817307,0.4087471,0.30091584,0.15839942,1.0
0.6164332,0.37030184,0.3569562,0.19458263,1.0
0.5913749,0.42294028,0.28078064,0.1339389,1.0
0.601422,0.39611116,0.2896905,0.14188637,1.0
0.5846406,0.4354789,0.27871835,0.13298525,1.0
0.59628457,0.41379887,0.28228417,0.13463415,1.0
0.6337851,0.36417568,0.36305013,0.19195616,1.0
0.58310604,0.40800127,0.30003366,0.1571363,1.0
0.54791117,0.4270853,0.32261094,0.18946259,1.0
0.5891307,0.42711872,0.2800934,0.13362108,1.0
0.5543359,0.42360166,0.31848952,0.18356155,1.0
0.58777374,0.40547028,0.2970393,0.15284897,1.0
0.7097027,0.33737236,0.38971213,0.18046504,1.0
0.5443037,0.42744142,0.32607418,0.19406137,1.0
0.55872416,0.39237475,0.3363914,0.2027043,1.0
0.7348119,0.32850727,0.39853042,0.17666443,1.0
0.5640219,0.41834947,0.31227598,0.17466494,1.0
0.4961115,0.6003124,0.25160736,0.12044849,1.0
0.56112397,0.38982913,0.3375318,0.20295443,1.0
0.6455056,0.36003757,0.36716634,0.19018213,1.0
0.5730868,0.38560563,0.3417331,0.20114365,1.0
0.55387795,0.40415952,0.33292413,0.19979972,1.0
0.5884294,0.40511477,0.29661867,0.15224673,1.0
0.6267962,0.3666431,0.36059564,0.19301404,1.0
0.5494537,0.42624894,0.32162145,0.18804581,1.0
0.8218715,0.29777044,0.42910543,0.16348676,1.0
0.57141376,0.41434133,0.30753413,0.16787554,1.0
0.5294155,0.5383032,0.26180634,0.12516473,1.0
0.682491,0.34697974,0.38015544,0.18458386,1.0
0.53128856,0.5348158,0.26237994,0.12542999,1.0
0.5960055,0.41431844,0.28219873,0.13459465,1.0
0.55747914,0.4860512,0.2704005,0.12913887,1.0
0.57229984,0.41386086,0.3069657,0.16706169,1.0
0.5894732,0.3798203,0.34748793,0.19866335,1.0
0.59822047,0.39980567,0.29033777,0.14325368,1.0
0.5710307,0.46081933,0.2745505,0.13105792,1.0
0.57490623,0.41244757,0.3052937,0.1646677,1.0
0.92520005,0.26128963,0.46539402,0.14784658,1.0
0.7790589,0.3128858,0.41406977,0.16996701,1.0
0.47858608,0.6329433,0.2462404,0.11796669,1.0
0.9729126,0.22378898,0.54849,0.1390268,1.0
0.8708764,0.2804689,0.44631577,0.15606917,1.0
0.5846624,0.43543833,0.27872503,0.13298832,1.0
0.9722937,0.2250019,0.5450794,0.13919735,1.0
0.62939817,0.36572447,0.36150944,0.1926202,1.0
0.6047105,0.39029813,0.290475,0.14210312,1.0
0.92208964,0.2623877,0.46430168,0.14831737,1.0
0.5804765,0.4094271,0.3017204,0.15955143,1.0
0.58563334,0.40663087,0.29841235,0.15481491,1.0
0.5954828,0.39938393,0.2934629,0.14729948,1.0
0.65258116,0.35753953,0.36965123,0.18911114,1.0
0.5950717,0.4160572,0.28191274,0.1344624,1.0
0.595746,0.41480163,0.28211927,0.13455789,1.0
0.51173735,0.57121843,0.2563926,0.1226613,1.0
0.7361906,0.32802072,0.39901456,0.1764557,1.0
0.69068116,0.3440881,0.38303182,0.18334419,1.0
0.5481059,0.42697975,0.32248607,0.1892838,1.0
0.5936834,0.41864198,0.2814876,0.13426581,1.0
0.6470171,0.35950398,0.36769718,0.18995333,1.0
0.5572569,0.48646498,0.27033243,0.1291074,1.0
0.5935164,0.41895288,0.28143647,0.13424215,1.0
0.58945656,0.4045578,0.29595974,0.15130326,1.0
0.56147414,0.4786129,0.2716239,0.1297046,1.0
0.85245687,0.286972,0.43984693,0.15885726,1.0
0.59241724,0.4209995,0.28109986,0.1340865,1.0
0.5548586,0.42331815,0.3181542,0.18308139,1.0
0.5971898,0.4121134,0.2825614,0.13476236,1.0
0.5831137,0.40799716,0.30002874,0.15712926,1.0
0.6606005,0.35470825,0.3724676,0.18789731,1.0
0.55523497,0.4902297,0.26971322,0.12882106,1.0
0.6338402,0.3641562,0.36306947,0.19194785,1.0
0.84418947,0.28989094,0.4369434,0.16010861,1.0
0.8494219,0.28804374,0.438781,0.15931657,1.0
0.5787228,0.4103781,0.30284545,0.16116224,1.0
0.54620355,0.42282152,0.32743344,0.19520004,1.0
0.6136927,0.3712694,0.35599375,0.19499741,1.0
0.96596915,0.23739362,0.5102303,0.14094058,1.0
0.5636259,0.38894582,0.33841047,0.20257574,1.0
0.594072,0.41791844,0.2816066,0.13432084,1.0
0.57206875,0.41398618,0.30711398,0.16727398,1.0
0.5800392,0.4096642,0.30200097,0.15995312,1.0
0.5663524,0.46952987,0.27311784,0.13039543,1.0
0.56976587,0.38677806,0.3405668,0.20164636,1.0
0.55617344,0.42260522,0.31731072,0.18187372,1.0
0.5968844,0.41268197,0.28246787,0.1347191,1.0
0.59410113,0.4178642,0.28161553,0.13432497,1.0
0.5601583,0.48106286,0.27122095,0.12951827,1.0
0.8098174,0.30202627,0.42487204,0.16531128,1.0
0.59565413,0.41380548,0.2829293,0.13548243,1.0
0.6017437,0.39866492,0.2875249,0.13939933,1.0
0.770662,0.3158504,0.41112077,0.17123799,1.0
0.6655543,0.3529593,0.37420738,0.18714748,1.0
0.49575847,0.6009697,0.25149927,0.1203985,1.0
0.54853266,0.4171577,0.32909983,0.196596,1.0
0.59794325,0.39627364,0.29316014,0.14646643,1.0
0.48144853,0.6276136,0.24711701,0.11837204,1.0
0.5627201,0.41905537,0.31311107,0.17586064,1.0
0.5990215,0.3993713,0.28982392,0.14251797,1.0
0.5953417,0.4155544,0.28199545,0.13450064,1.0
0.5955814,0.37766367,0.34963313,0.19773881,1.0
0.5717166,0.38608935,0.3412519,0.20135106,1.0
0.5773082,0.41114518,0.30375287,0.16246152,1.0
0.73195124,0.32951742,0.39752573,0.17709738,1.0
0.58583504,0.43325496,0.27908415,0.13315439,1.0
0.588993,0.40480915,0.29625714,0.15172908,1.0
0.57684344,0.41139722,0.30405098,0.1628884,1.0
0.5851062,0.40691674,0.29875052,0.15529911,1.0
0.549134,0.4264223,0.3218265,0.18833943,1.0
0.58787405,0.42945844,0.27970856,0.13344315,1.0
0.5481147,0.42697492,0.32248038,0.18927568,1.0
0.71861064,0.33422735,0.39284056,0.17911671,1.0
0.64101696,0.36162242,0.36558995,0.19086151,1.0
0.5568548,0.42223573,0.31687367,0.18124795,1.0
0.6509566,0.35811317,0.3690807,0.18935703,1.0
0.7827575,0.31157988,0.4153687,0.16940719,1.0
0.5668449,0.38780928,0.339541,0.20208848,1.0
0.76500773,0.31784657,0.40913507,0.17209388,1.0
0.59734774,0.4002789,0.29089758,0.14405525,1.0
0.5519262,0.40890568,0.3315277,0.1986299,1.0
0.9602415,0.2486156,0.47867158,0.14251919,1.0
0.46347564,0.6610775,0.24161303,0.115826875,1.0
0.5809156,0.40918902,0.30143878,0.15914817,1.0
0.84476376,0.28968817,0.43714508,0.16002168,1.0
0.96664613,0.2360669,0.5139614,0.14075395,1.0
0.5684665,0.46559373,0.27376524,0.13069479,1.0
0.59520215,0.41581422,0.2819527,0.1344809,1.0
0.59428954,0.4175134,0.28167322,0.13435164,1.0
0.86955494,0.28093544,0.44585168,0.15626925,1.0
0.52279186,0.5506358,0.25977793,0.12422675,1.0
0.46030948,0.66697264,0.24064343,0.11537851,1.0
0.5887768,0.40492645,0.2963958,0.15192764,1.0
0.60282475,0.37510642,0.35217696,0.19664244,1.0
0.7653745,0.31771708,0.40926388,0.17203836,1.0
0.59300864,0.4026317,0.29368111,0.14804071,1.0
0.68423796,0.34636295,0.380769,0.18431944,1.0
0.55902046,0.4210615,0.3154844,0.1792588,1.0
0.5908075,0.37934914,0.34795654,0.1984614,1.0
0.8828483,0.27624217,0.45052025,0.15425707,1.0
0.5432612,0.51252383,0.2660464,0.12712543,1.0
0.7413352,0.32620442,0.40082136,0.17567699,1.0
0.51872474,0.5582086,0.2585324,0.123650774,1.0
0.83758616,0.2922224,0.43462434,0.16110806,1.0
0.6045295,0.39061815,0.29043183,0.14209118,1.0
0.58355224,0.40775934,0.29974732,0.15672633,1.0
0.59446347,0.41718963,0.28172648,0.13437627,1.0
0.9616068,0.2459405,0.48619452,0.14214289,1.0
0.5938731,0.4182889,0.2815457,0.13429266,1.0
0.8990207,0.2705324,0.45619994,0.15180919,1.0
0.51123786,0.5721485,0.25623962,0.12259056,1.0
0.86797893,0.28149185,0.4452982,0.1565078,1.0
0.8960359,0.27158624,0.45515168,0.15226096,1.0
0.7414061,0.3261793,0.40084624,0.17566627,1.0
0.5919828,0.4218084,0.28096682,0.13402498,1.0
0.5776622,0.44847208,0.27658132,0.13199703,1.0
0.5456133,0.42425698,0.32701108,0.19484624,1.0
0.5858243,0.4065273,0.29828984,0.1546395,1.0
0.5701691,0.46242356,0.27428663,0.1309359,1.0
0.5547737,0.4233643,0.31820866,0.1831594,1.0
0.5956934,0.41370797,0.2829589,0.13550766,1.0
0.9629205,0.24336655,0.4934334,0.14178081,1.0
0.7065388,0.33848947,0.38860098,0.18094392,1.0
0.5666378,0.4689985,0.27320522,0.13043584,1.0
0.8789805,0.27760774,0.44916192,0.1548425,1.0
0.56697005,0.38776514,0.33958495,0.20206952,1.0
